,review,sentiment
221,"Banned as a 'Video Nasty' in the UK, Unhinged has naturally gained quite a bit of notoriety. However, the most shocking thing I found about the film was its amateurishness in all departments. The bloodletting I could handle: the terrible acting, shoddy editing, awful direction, lousy script and abysmal soundtrack were much harder to take.<br /><br />Three girls on their way to a music festival crash into a ravine during a storm. They are rescued by a friendly stranger who takes them to a nearby house. The owner of the house, a batty old lady, and her spinster daughter, welcome the girls in, allowing them to stay for a few days in order to recuperate. However, someone doesn't want the girls to leaveever! One by one they fall victim to an unseen assailant.<br /><br />Taking a long time to get going and featuring some of the worst performances ever in a horror film (and that takes some doing), Unhinged is a truly awful film. The music is a total mess (it sounds like a three year old has been let loose on a synthesiser) and as such, it complements the movie perfectly. Only a couple of bloody scenes towards the end and a bit of gratuitous nudity save Unhinged from getting the lowest possible score.<br /><br />If you are a horror completist (and unfortunately, I am), you will want to see this in order to tick it off the Video Nasty watch-list. But be warnedit is really, really bad.",negative
222,"The 20th animated Disney classic is often criticized by many people as ""mediocre"" or poor in quality, but it is a great movie.<br /><br />Too bad that ""The Aristocats"" doesn't get the deserved credit. I personally see it as one of my favorite Disney classics.<br /><br />Despite being extremely underrated, it is one of the funniest Disney classics. It is full of hilarious (some of them, hysterical) moments.<br /><br />Edgar, the greedy butler, is the villain of the movie but he is a perfect comic relief. He's one of my favorite Disney villains because he is so funny.<br /><br />Every scene with Edgar and the hound dogs Napoleon and Lafayette chasing him are among the most hilarious you'll ever see, especially the one when Edgar drives his motorcycle into the river and around the bridge, with the dogs chasing him. That is hysterical!<br /><br />But the classic humor doesn't just come from Edgar or the hound dogs. Other characters have their moments as well.<br /><br />About the quality subject, it isn't perfect, but remains on a high level. Even after Walt Disney's death those artists knew how to keep faithful to Walt's spirit and ""The Aristocats"" is one of those examples. They don't make them like this nowadays!<br /><br />As usual, legendary Disney actors voice the characters. In this case, we have Phil Harris, Sterling Holloway, Paul Winchell, Eva Gabor and Pat Buttram.<br /><br />The characters are cool in general: Thomas O'Malley, Duchess and her 3 kittens, the mouse Roquefort, the alley cats, the English geese, the hound dogs and the horse. The human characters are included as well: the eccentric and kind retired Opera singer Madame Adelaide Bonfamille, the comic Madame's old lawyer Georges Hautecourt and Edgar himself!<br /><br />About the soundtrack, it has some nice and catchy songs such as Thomas O'Malley's theme (but I can't remember its name), ""Everybody Wants to be a Cat"" and ""The Aristocats"" (sung by Maurice Chevalier), for example.<br /><br />This movie takes place in Paris (France), in the year of 1910. Above all, this is a joyful, nice and very pleasant movie. A timeless classic which is often underestimated and forgotten, but very worthy.<br /><br />This should definitely be on Top 250.",positive
223,"It was a movie that made ya think a little. Some parts a little cheesy, some parts pretty good. Plot did thicken at times and just when you thought Angella (Sandra) found a friend the friend was fraud or dead. All I got to say is that DENNIS MILLER should have been in the whole movie. His character was the best, very refreshing after all the crap Angella went through. He would have lifted me and Angella through the dumps.",positive
224,"This movie is hilarious! I watched it with my friend and we just had to see it again. This movie is not for you movie-goers who will only watch the films that are nominated for Academy Awards (you know who you are.)I won't recap it because you have seen that from all the other reviews.<br /><br />""Whipped"" is a light-hearted comedy that had me laughing throughout. It doesn't take itself too seriously and should be watched with your friends, not your girlfriend. It won't win any awards, but it just has to be watched to be appreciated. True, some of the jokes are toilet humor, but that is not necessarily a bad thing. Everyone can use some of it sometimes. Some people need to lighten up and see ""Whipped"" for what it is, not what it isn't.<br /><br />****1/4 out of *****.",positive
225,"Not to be confused with the above average supernatural thriller ""The Sentinel"". The Sentinel was a big bore of a movie for me, not delivering the consistent action, a couple of critics promised on the back. To me it seemed like everyone was Halfassing it, and only there to make some quick cash, because this felt very much like a made for TV film. The Sentinel is a rehash of several better films, like ""In The Line Of Fire"" this does not have any originality in it, and watching Michael Douglas run around, felt kinda silly in my opinion. The Main problem besides it's unoriginality, had to be the poor pace. I often got distracted while trying to view this movie, while looking how much run time was left, more then once. Not only the miscasting with Eva Longoria, who couldn't convince worth a lick.<br /><br />Performances. Michael Douglas is usually a dependable actor, here is obviously going through the motions. He does not convince as a man on a run, or a secret agent. His chemistry with Bassinger, was also off. I'm a big fan of Kiefer Sutherland, but here he is only OK, nothing more then that. He tries to come across as a gruff, but managed to be more bland then anything else, and to be honest, he didn't seem that interested. Eva Longoria Parker is pretty mediocre. She does not convince in her role, and was pure eye candy. Kim Basinger is pretty terrible as the 1st lady. She looks bored to tears, and her role is a throw away, more then anything else. Martin Donovan has a big part in the end, but not enough to matter for me.<br /><br />Bottom line. The Sentinel is yet, another political thriller, that bored me to tears. It's too old, too tired, and most importantly the lack of effort sucked. Not recommended.<br /><br />4/10",negative
226,"the real plot...<br /><br />A group of post-Civil War prostitutes seek alternative housing in FORT BOOM. Lacy Everett and a close-knit family of call girls have been eating date expired sausages for days and plan to move into the former Fort McMillian. Locals warn the women of eating more of the dated sausage. Because there is a vicious pyromaniac loose in the area and he refuse to shuttle them out to the property. When they finally arrive at their destination, they discover their stomach is full of gass after all the bad sausage. It is not long before they learn why their new home is called FORT BOOM.",negative
227,"Makes ""Invasion USA"" look like ""Apocalypse Now"". This one can only be recommended to US skinheads, John Birch supporters or militia members. The message is very simple : let's shoot them all - gooks, commies, latinos, everything that isn't American.<br /><br />Besides, this is badly acted, badly scripted, badly interpreted, incredibly stupid but no fun at all. This movie could be used as a toorture device by CIA torturers. oops, sorry, there can't be any US torturers because they are the GOOD",negative
228,"Steve McQueen has certainly a lot of loyal fans out there. He certainly was a charismatic fellow, one of the most charismatic the big screen ever knew. But even McQueen can't save this turkey of a film, shot with what looks like a brownie camera in the actual locations in St. Louis.<br /><br />McQueen's a new kid with no criminal record brought into the planning of a bank heist by one of the other gang. There's more than a broad hint that there's a gay relationship going on between young Steve and David Clarke. He's not liked at all by the other heist members, mainly because of his lack of criminal resume. <br /><br />Steve also has a girl friend in Molly McCarthy and she suspects something afoot, especially when he starts hanging around with Crahan Denton and James Dukas as well as Clarke, all pretty rough characters. That would certainly get my suspicions aroused.<br /><br />The Great St. Louis Bank Robbery had two directors Charles Guggenheim and John Stix. Guggenheim did mostly documentaries and Stix didn't do much of anything. One of those two jokers decided Steve's performance was best served by doing a bad Marlon Brando imitation. <br /><br />This film may go down as the worst ever done by Steve McQueen. I'm willing to bet that Dick Powell and Four Star Productions had already signed him for Wanted Dead or Alive because I can't believe they would have if they saw this.<br /><br />Or they would have seen something the public would have overlooked except for the dressing for this turkey.",negative
229,"Just like last years event WWE New Years Revolution 2006 was headlined by an Elimination Chamber match. The difference between last years and this years match however was the entertainment value. In reality only three people stood a chance of walking out of the Pepsi Arena in Albany, New York with the WWE Championship. Those men were current champion John Cena, Kurt Angle and Shawn Michaels. There was no way Vinnie Mac would put the belt on any of the rookies; Carlito or Chris Masters. And Kane? Kane last held the WWE Championship in June 1998, and that was only for one night. It was obvious he wasn't going to be the one either. Last years match was a thrilling affair with six of the best WWE had to offer. 2006 was a predictable and disappointing affair but still the match of the night by far.<br /><br />The only surprise of the evening came after the bell had run on the main event. Out strolled Vince McMahon himself and demanded they lift the chamber. It was then announced that Edge was cashing in his money in the bank championship match right then and there. With no time to prepare and just off the back of winning the Elimination Chamber match John Cena did not stand a chance and dropped the title after a spear to one of the most entertaining heels in WWE. This was the only entertaining piece of action that happened all night.<br /><br />The undercard, like last year, was truly atrocious. Triple H and The Big Show put on a snore fest that had me struggling to stay away. HHH picked up the win but that was never in any real doubt was it? Any pay-per-view that has both Jerry Lawler and Viscera wrestling on the same card will never have any chance of becoming a success really does it. The King pinned Helms (who books this stuff?) and Big Vis tasted defeat against the wasted Shelton Benjamin with a little help from his Mama.<br /><br />The women of the WWE also had a busy night. There was the usual Diva nonsense with a Bra and Panties Gauntlet match which was won by Ashley and the Woman's Championship was also on the line. In a match, I thought would have been left to brew till WrestleMania 22 Mickie James challenged Trish Stratus in a good match. Trish won the contest but it was evident that this is going to continue for the foreseeable future.<br /><br />The opening contest of the night pitted soon to be WWE Champion Edge against Intercontinental Champion, Ric Flair. This could have been better but it was a battered and bloody Flair that retained after a disqualification finish. Edge obviously had bigger fish to fry.<br /><br />So New Years Revolution kicked off the 2006 pay-per-view calendar in disastrous fashion. The only good thing from that is knowing that for the WWE the only way is up. They don't get much worse than this.",negative
230,"What is it with studios like Paramount that have a proven hit film series on their hands, and figure it can screw around with the budget and formula? Paramount spent less on this film than they did on TMP, which doesn't sound bad until you realize that there's a 10 gap between when the films were made. The $40 TMP cost to make would be equivalent to about $75 million in 1989. This film is the reason that Shatner has never been given a fair chance to direct other films, as well. Every time he turned around, the studio was slashing the budget and making demands regarding the storyline. The fact that this was the one storyline that Roddenberry and Shatner could agree upon for the most part made the freshman directorial task tough enough, but after all the machinations were done, all anyone ended up with was an uneven story and a load of badly executed special effects not worthy of the original series, much less a major motion picture. The most glaring examples: - All of the Phaser effects were severely ashed out and fake-looking. - The shot of the Enterprise going into the great barrier was so obviously a still-frame shot being zoomed away from. At least the popsicle stick that held the Enterprise cut out up was successfully matted out. - God ""chasing"" Kirk up the mountain... Egads, they may as well have just cut in shots of Godzilla climbing the volcano at the end of ""Godzilla 1985,"" and used thumbtacks to scratch the emulsion off of the film to make electric bolts come out of his eyes at the imperiled Captain Kirk.... Yes, friends, I have a real problem with the look of that last scene, especially.<br /><br />Thank goodness Star Trek VI was such a redeemer of a film...",negative
231,"Victor Buono as the Devil? Surely somebody must have been drunk when that casting decision was made. That's not the worst part of this silly mish-mash of sundry haunted house devices but it gets my vote for being the funniest part of it. While the film is by no means terrible it doesn't even approach other 1970's ""haunted house"" flicks like Amityville Horror, The Changeling and The Legend of Hell House. The Evil can be entertaining in spots, but don't expect to be scared. It's better approached as what it is: a silly horror film made all the sillier by it's over-serious approach.",negative
232,This was a great movie! Even though there was only about 15 people including myself there it was great! My friend and I laughed a lot. My mom even enjoyed it. There was two middle aged women there and a mid 20 year old there and they seemed to enjoy it. I love the part where Corky and Ned are like both liking Nancy and stuff its cute lol. And when she gets her roadster and Ned is there. Yeah This was a great movie even thought people underestimated it lol. Go See it i bet you'll enjoy it!! I really enjoyed it and so did my friend. <br /><br />People were so tough on this movie and they hadn't even seen it. I bet next time they will give the movie and actresses a chance. They all did a great job in my opinion. But if you have young kids its still appropriate. I will probably take my 7 year old niece to watch it too.,positive
233,"When we were in junior high school, some of us boys would occasionally set off stinkbombs. It was considered funny then. But the producers, directors and cast of ""Semana Santa"" (""Angel of Death"" in the DVD section of your local video rental) are adults and they are STILL setting them off.<br /><br />Like the previous reviewer who wondered if the cast were anxious to get off the set and home, I doubt more than one take was done for any of the scenes.<br /><br />Mira Sorvino, hot in ""Mighty Aphrodite"" and other top-rated films, seems to have undersold herself to this project. Her acting is non-existent, confined mostly to wistful stares that are supposed to indicate how ""sensitive"" she is to the plight of the film's various victims.<br /><br />But let me warn you--do not be the next victim! Step away from the DVD if you find it on the shelf. Tbere are not many good leg shots of Mira (the only high points I could find in the film) and the supporting cast is of inferior quality, delivering a mishmash of badly-done dialogue with embarrassing ""Spanish"" accents worthy of the best high school theatrical production.",negative
234,"I had seen this movie as a kid and loved it. I loved how spunky and full of energy Nikki is, and how she mostly ruins Louden's perfect yuppie life and corrupts him and turns him on to her crazy ways. As a kid in the 80's I saw New York exactly the way it was portrayed in this movie, the domain of Madonna's character, with wild animals running rampant and hideous bald men chasing people around and causing havoc. Now as an adult I find I love the movie for the same reasons, and even more so for the love story woven into the crazy antics of Ms. Nikki Finn. Although I would still love to go anywhere and find an indoor atrium like in this movie. Pure beauty and genius.",positive
235,"This is one of the films that killed the ""spaghetti"" western. It not only loses something in the translation, it is a total chaotic mess of editing as well. Either chunks of it have been edited out and or re-edited for an English language version. In any case, it makes little or no sense, period. It makes the ""Trinity"" and the Eastwood ""Man With No Name"" films look like John Ford/John Wayne by comparison. Nothing in this film is original. Somewhere in there is a beginning, a middle, and (finally)an end. Except for the end, not everything is exactly in that order. Robert Wood seems personable enough. The rest of the cast, especially the women, should have made better career choices.",negative
236,"The Broadway musical, ""A Chorus Line"" is arguably the best musical in theatre. It's about the experiences of people who live for dance; the joys they experience, and the sacrifices they make. Each dancer is auditioning for parts in a Broadway chorus line, yet what comes out of each of them are stories of how their lives led them find dance as a respite. <br /><br />The film version, though, captures none of the passion or beauty of the stage show, and is arguably the worst film adaptation of a Broadway musical, as it is lifeless and devoid of any affection for dance, whatsoever. <br /><br />The biggest mistake was made in giving the director's job to Sir Richard Attenborough, whose direction offered just the right touch and pacing for ""Gandhi."" Why would anyone in his or her right mind ask an epic director to direct a musical that takes place in a fairly constricted place?<br /><br />Which brings us to the next problem. ""A Chorus Line"" takes place on stage in a theatre with no real sets and limited costume changes. It's the least flashy of Broadway musicals, and its simplicity was its glory. However, that doesn't translate well to film, and no one really thought that it would. For that reason, the movie should have taken us in the lives of these dancers, and should have left the theatre and audition process. The singers could have offered their songs in other environments and even have offered flashbacks to their first ballet, jazz or tap class. Heck, they could have danced down Broadway in their lively imaginations. Yet, not one shred of imagination went into the making of this film, as Attenborough's complete indifference for dance and the show itself is evident in his lackadaisical direction.<br /><br />Many scenes are downright awkward as the dancers tell their story to the director (Michael Douglas) whether he wants to hear them or not. Douglas' character is capricious about choosing to whom he extends a sympathetic ear, and to whom he has no patience. <br /><br />While the filmmakers pretended to be true to the nature of the play, some heretical changes were made. The very beautiful ""Hello Twelve, Hello Thirteen, Hello Love""--a smashing stage number which took the dancers back to their adolescence--was removed and replaced with the dreadful, ""Surprise,"" a song so bad that it was nominated for an Oscar. Adding insult to injury, ""Surprise"" simply retold the same story as ""Hello, Love"" but without the wit or pathos.<br /><br />There is no reason to see this film unless you want a lesson in what NOT to do when transferring a Broadway show to film. If you want to see a film version of this show, the next closest thing is Bob Fosse's brilliant ""All That Jazz."" While Fosse's daughter is in ""A Chorus Line,"" HE is the Fosse who should have been involved, as director. He would have known what to do with this material, which deserved far greater respect than this sad effort.",negative
237,"I would strongly recommend this film for any musical fan whose been dying to see a musical make a faithful transition from stage to screen. Sure it's long, but it's length is a testimony to how true to the original musical script the film is being. The sets and cast really make Sweet Apple, Ohio the place to be. Fosse protege Anne Reinking also does a splendid job with choreography giving the dances a nice small town, period feel.<br /><br />The casting at a glance may look strange to some but they really are qute marvelous(reading ""annonymous""'s comments on Jason Alexander's performance made me sick). In fact, his perforamnce literally steals the show. As Albert, he mixes his own unique blend of manic nervousness with Dick Van Dyke-esque charm to create a new and improved Albert. The fact that he can dance and sing like nobody's business doeesn't hurt either. George Wendt is another stand out, who improves upon Paul Lynde's take on Harry McAffe by making him less manic and more down to Earth and strict. His whole character and body language scream ""over my dead body"". Marc Kudisch takes the Elvis aspect of Conrad Birdie to new heights with his subtle insertion of a ""thank you very much"" in ""Honestly Sincere"". His physicality though harkens back more to young Elvis then the bloated, stubly Conrad of the original film. The fact is that this movie differs so greatly from the original film (which added drawn in happpy faces, turtles on speed and the Russian ballet!!!) what did any of taht have to do with Bye, Bye Birdie, I wonder? The only possible advantage the original version has over this one is Ann Margret. Otherwise the update is better in every possible way. Where the old version cut many songs and increased dance breaks nwhere there was no need for them (and for all intents and purposes ended the movie in the middle of the play), the new version has restored the original music score and has added some great new stuff as well (""A Giant Step"" being the standout in that category). We know live in trying times but if you want to get your mind off your troubles and put on a happy face then this is one worth checking out.",positive
238,"""Cleo's Second Husband"" is an amateurish attempt at psychodrama with more to fault than to praise. The plot is hacked, the story monotonous, the acting poor, the execution second rate, etc. Not worth the time unless maybe your a relative of one of the actors. PU! (D)",negative
239,"I attempted to watch this film without being able to really sit through it, for while it is suppose to have a ""good"" message; the problem is that it is obviously produced according to one particular interpretation of scripture. An interpretation, in my opinion, will mislead a lot of people. In addition, I am a movie maniac and the acting in this film was completely unacceptable. Never before had I wished for a negative score to rate a movie. So, if you wish to be preached to incessantly by those without authority, then by all means, get this film. This comment is also a warning to people who like or love scifi, because the title will deceive a lot of people as well. This was an unfortunate film, because the basic idea had possibilities and those possibilities were squandered. The film's only redeemable quality is that it did make me realize that the character in the ""Time Machine"" probably should have shown a little more moral outrage at the odd behavior by those in his future.",negative
240,"Which do you think the average person would know more/less about: Iranian cinema or Iranian football? Interestingly, the two come to the forefront of controversial Iranian filmmaker Jafar Panahi's latest film entitled 'Offside', a tale that uses football or access to football as a backdrop for a series of scenes revolving around one's right to do something or go somewhere and an individual's right to extend that courtesy if and when they'd like to. The odd thing is, you don't come away from Offside having learnt about Iranian football or too much about Iranian cinema (unless it's an education in Panahi's controversial style), but you do come away feeling enlightened, that at least someone from Iran has taken a controversial issue that is clearly still very much in force in a nation like Iran, and is willing to present it to an international audience rather than exploit it.<br /><br />I can remember the 2006 World Cup, I'm sure many people can. It was the summer after my initial year out at university and after the slog that was my first year, a summer of World Cup football acted as a nicely timed tonic. Needless to say, I saw practically every game bar the ones they show simultaneously with the other ones at the very end of the group stages so that to avoid incidences as seen in Spain '82 when it was thought West Germany and Austria transpired to get a result between them that would see them both through at the expense of Algeria.<br /><br />Anyone in Britain that was watching the BBC's broadcast of the Iran  Mexico game, both nations' first of the tournament, may remember that at the top of the show, the BBC's football anchorman Gary Lineker let off a snide comment to introduce the match. It went something like: 'We've seen giants Germany, England, Argentina and Holland play but now we get to see.........Mexico and Iran battle it out'. The emphasis on the latter two being inferior was clear and that maybe watching them was a chore. It's a shame because there are people, and films like Offside present them, who are really willing to see Iran play to the point where they risk their well-being to achieve it and it's sad when people in a position of power dismiss what they deem 'inferior' when there are others who'd do anything to have the chance to otherwise engage.<br /><br />When immediately thinking of the words 'Iran', 'football' and 'World Cup', my mind flies back to the France '98 game between said nation and America. Here is a film about a World Cup game of sorts involving Iran but where some or indeed most Iranian filmmakers may well have opted to present a tale revolving around Iran's famous victory over The United States and what that meant to them, director Panahi chooses to look at what goes on behind the scenes and presents a story from the stands as women are barred from football matches and are not allowed to live the ecstasy of winning a game of immense magnitude. You can imagine a heavy handed film detailing Iran's 'victory' as a lumbering propaganda film designed to exploit as they 'defeat' a Western power or 'enemy' at a sport they perhaps were not expected to do so in.<br /><br />A couple of films that spring to mind when it comes to beating the unbeatable at their own game are 2001 Indian film 'Lagaan', in which the Indian peasants defeat the ruling British at cricket. Similalry, 2005's 'The Game of Their Lives' sees the Americans defeat the English at a football match only this time in the 1950 World Cup. The differences between these films and Offside are immense; Offside is looking at a situation behind a state's mentality and dares to explore an essence of Feminism as the girls, trying to see their beloved Iran defeat Bahrain and qualify for the World Cup, are rounded up like animals and kept in a crude purgatory mere feet from a barred window that would allow them to see the game. The reasoning is to do with the foul language the men 'may', not will, but 'may' use during the game. The film presents Iran as so incompetent that they cannot take away a man's right to swear and ban the bad language but must ban a woman's right to see the game all together  it is no wonder Panahi's film was itself banned in Iran.<br /><br />But Panahi remembers to include what makes the rule so crazy in the first place by frequently allowing his female characters to both smoke cigarettes and use mobile phones, two things the doctors and scientists will have you think are far more dangerous to the human body/mind than hearing a little bit of foul language at a football match. Panahi pays special attention to the title of his film 'Offside' which itself is a ruling within football detailing when an 'attacker' is 'caught' trying to gain an advantage in the field of play. The parallels run with the womens' position in the film as these advancing (supposedly without right) individuals are caught trying to put one over the opposition team; that being the state itself.<br /><br />I think Offside is one of the better films to come out of the Middle East and surrounding Gulf area that I've seen. It's a tense but humbling film about people who do not carry any acting history according to the IMDb and thus, the acting is raw and real adding that quaint neo-realist aura to it all. The immediate ending is haunting and the constant verbal battle between the male soldiers and female wrong-doers who dared to defy the state is wonderful. I also think for anyone to actually dislike the film for the reasons I've mentioned shows a distinct level of callous, either that or you work in the Iranian government.",positive
241,"With all due disrespect for this George Stevens Sr. ""epic"" of miscastings and misreadings, I can only wonder that the James Dean ""legend"" could survive this outing, I submit that then-studio obeisances to bankable box office ""giants"" came a cropper of its own 'gigantismoses'. Nor were Rock and Liz that much better off. Let us just say that the televised ""Dallas"" was the authentic ""heir,"" even if contemp(tuous) latterday ""Texans"" like Lay and DELay, not to mention our putative ""president"" of these here Yewbenighted States of Amurrika, perform a one-upsmanship of dastardly global dimensions. I never read Edna Ferber's original, but will lay odds it is head and shoulders superior to what got on screen herein. And all those well-paid, I would imagine, ""supporting"" actors of note and celebrity notwithstanding, ""Giant"" is, to me at least, a midget of scant merit, never mind the promo campaigns.",negative
242,"What can you say about a movie whose funniest episode sees a fat man wrestling a garden hose? The acting, particularly that of lead man Jerry O'Connel, is embarrassing. The dialogue is so contrived and unfunny it makes you cringe. The controlling idea is actually not a bad one for this genre (infantile teen comedy), but, somehow, the director manages to make the least of it. I rate it a 2 out of 10.",negative
243,"""The Brotherhood of Satan"" is a stupefying combination of conventional horror elements mixed with some imaginative characterization and direction (Bernard McEveety). It all starts out with father Charles Bateman (as Ben) driving out west with his pretty blondes: luscious Ahna Capri (as Nicky), and daughter Geri Reischl (as K.T.). Things get weirder and weirder for the trio, as they approach the town of Hillsboro, which is being gripped by a Satanic cult! <br /><br />When the dullish travelers hit Hillsboro, the ""action"" switches to the film's more interesting assemblage of characters: townies L.Q. Jones (as Pete, the sheriff), Strother Martin (as Doc), Charles Robinson (as Jack, the priest), and Alvy Moore (as Tobey). Their interplay is sometimes fun. Soon enough, it all gets very silly, and predictable. Mr. Martin is the stand-out (as you might expect); he considers the possibility of a Satanic cult to be a ""cock-and-bull story"", but is (of course) their leader. The ""Come in, Children"" ending is puzzling; unless, perhaps, it was the film's original title.",negative
244,"First of all, Jenna Jameson is the best actress in this movie, and she's just awful. This movie has every horror move cliché in imagination, and all badly played. The over-sexed teen couple. The comical(not)horny jock. The snotty cool chick. The creepy local color guy. The parental-type couple. The virginal chick who amazingly never dies in these films. The dialogue is so painfully awful and delivered with the depth of a wading pool. It's almost like you're wishing that they'd all die sooner. I saw the rough cut of this film a while ago, but somehow, this just got worse. Sure, the funniest thing in here is the ghoul trying to eat Jameson's implants, but that hardly rates even a rental of this dog. Avoid at all costs.",negative
245,"Probably the most whimsical installment of the first season, 'Shore Leave' has its ups and downs; some parts drag on too long and others are unambitiously cut short, but one can't deny they threw in everything but the proverbial kitchen sink to make this an entertaining episode. Kirk and crew seem to have found the perfect planet for shore leave after an extended tour of duty has left everyone on board in need of rest, relaxation and so on. It appears for all intents and purposes to be an uninhabited Earth, with beautiful scenery and an ideal climate. The first indication that things might go just a little awry is when McCoy, leading an advance team, spots Alice (from Wonderland) following a large white rabbit wearing a vest. Kirk beams down and finds the others reporting similarly bizarre happenings and encounters. The one thing they all have in common is that each crew member was thinking about the person/place/thing they discovered right before they discovered it. This doesn't immediately sink in with Kirk or anyone else. More strangeness ensues, including sightings of Don Juan, a Siberian tiger, a WW2 fighter plane, etc; Kirk meets up with Ruth, a gorgeous old girlfriend (of course) and a bully from his Academy days, Finnegan. The chase/fight scene with Finnegan goes on too long but at the same time, McCoy is run through with a lance by a knight on horseback and apparently killed. Finally, an elderly man appears and explains what has been happening. The planet is a futuristic 'amusement park' where visitors have only to imagine something to have it appear. Nothing is permanent; McCoy isn't really dead. Once this is explained, Kirk decides to order shore leave for everyone after all. Despite the 'it was all a dream' sort of ending, 'Shore Leave' holds up as another first-rate episode of Star Trek's first season.",positive
246,"I had never heard of this film and only got it because I am a Martin Sheen fan. Now I am stunned as to why it did not receive the praise and recognition that it truly deserves. The four characters all make you feel for them, the father trying to assert his authority, the mother still clinging to traditional family values and both trying to keep up appearances despite the total fragmentation of their family, the daughter wanting her own life and the son haunted by his experiences in Vietnam. One felt that this was a scenario that must have been played out in thousands of 'ordinary' families after Vietnam. Emilio Estevez as Jeremy was superb - totally unhinged by his war experience which none of his family could relate to. The screen chemistry between him and his real-life father Martin Sheen was amazing. And there were times when Emilio's anguished face was so like Martin's in ""Apocalypse Now"". I feel sure that just as Martin has counted Apocalype as one of his best films, Emilio will count this one as one of his best too. The scene with the gun was totally mind-blowing, as all the emotions were there on the family's faces. Brilliant acting by Estevez, Sheen and Kathy Bates. I watched the film for the first time last night - and today the lead story in the news was about a Gulf War veteran who had shot several members of his family. How many more young men are going to have their lives destroyed by war?",positive
247,"A SHIRLEY TEMPLE Short Subject.<br /><br />It can get mighty rough at Buttermilk Pete's Cafe when the local contingency of diaper-clad WAR BABIES come in for their midday milk break.<br /><br />This primitive little film - a spoof of military movies - provides a few chuckles, but little else: tiny tots talking tough can begin to pall in a short time. Shirley Temple, playing a duplicitous hip-swinging French miss, hasn't much to do in this pre-celebrity performance. Highlight: the real signs of toddler temper when a few of the infants unexpectedly get well & truly soaked with milk.<br /><br />Often overlooked or neglected today, the one and two-reel short subjects were useful to the Studios as important training grounds for new or burgeoning talents, both in front & behind the camera. The dynamics for creating a successful short subject was completely different from that of a feature length film, something akin to writing a topnotch short story rather than a novel. Economical to produce in terms of both budget & schedule and capable of portraying a wide range of material, short subjects were the perfect complement to the Studios' feature films.",positive
248,"I saw this movie not knowing anything about it before hand. The plot was terrible with large gaps of information missing. The movie didn't have the ""battle of wits"" feel to me. The actors just spewed out mouthful's of nonsense, at times causing me to gnash my teeth in agony as they droned on and on. The plot was predictable except for the stomach sickening homo erotic scene at the end (I'm not homophobic but made me physically sick to my stomach), even the ending was predictable. And you could tell the detective was Jude Law in a costume, everything from the fake accent, terrible dental work, costume shop facial hair, everything pointed to it being a disguise. The whole movie just felt like wasted time out of my life. This movie had the feel of a puppet show with Jude Law and Michael Caine as puppets and the house as the window to view the show, really boooring in my opinion.",negative
249,"I would recommend this as the most successful attempt so far to make a movie on Soviet Afghan war. And it is very honest and responsible picture starting from small details of uniforms and weapons up to human relations, war routine and Central Asian landscapes. It's been shot in Tajikistan just after the the troop withdrawal which happened in 1989 not in 1985. The Italian star Mr. Placido was just perfect in the role of Major Bandura. Other characters looked also very natural especially always drunk club managing officer:-).The scenario seems a bit jammed in the end but it might be an impact of the Civil war in Tajikistan which had started right during the shooting of the film. All movie team had to escape sometimes even under fire. The last scene is purely ""harakiri"" type of behavior and reminded me the final phrase from one famous samurai movie - ""We've won all battles but lost the war"". It could be also a metaphor of USSR collapse - the great country allowing to shoot itself to the back by the small offended child.",positive
250,"This movie is like real life, by which I mean - not a lot happens in the available 2 hours or so, and not much game plan or plot is evidenced by the frequently invisible cast (their invisibility being due to the ""experimental"" lighting as mentioned by many reviewers). <br /><br />A big bore. No big surprise that Altman helms this - he is a very variable performer (yes we all loved ""Gosford Park"", but ""Pret A Porter"" anyone? Kansas City? Dr T. and the Women? Aaargh), but the fact that the raw material is a John Grisham tale, and the excellent cast that you will perceive through the gathering gloaming of your insistent slumber - makes this truly a masterpiece of bad film. And no, it is not ""so bad it's good"".<br /><br />It's just bad.",negative
