e_id,Attrition,DailyRate,HourlyRate,PerformanceRating,StockOptionLevel
1067,No,277,32,2,1
1068,No,278,33,3,1
1069,Yes,279,34,2,0
1070,No,280,35,4,1
1071,Yes,281,36,3,1
1072,No,282,37,3,1
1073,No,283,38,4,1
1074,Yes,284,39,3,1
1075,Yes,285,40,2,1
1076,Yes,286,41,4,1
1077,No,287,42,2,1
1078,No,288,43,1,1
1079,No,289,44,4,1
1080,No,290,5,2,0
1081,Yes,291,6,3,0
1082,No,292,7,4,0
1083,Yes,293,8,4,1
1084,No,294,9,1,1
1085,No,295,10,2,0
1086,Yes,296,11,4,0
1087,No,297,12,4,0
1088,No,298,13,4,1
1089,Yes,299,14,1,0
1090,No,300,15,1,1
1091,Yes,301,16,2,1
1092,Yes,302,17,2,1
1093,Yes,303,18,1,0
1094,Yes,304,19,4,0
1095,No,305,20,2,0
1096,No,306,21,3,1
1097,Yes,307,22,3,0
1098,No,308,23,3,1
1099,No,309,24,4,1
1100,Yes,310,25,4,0
1101,Yes,311,26,2,0
1102,Yes,312,27,1,1
1103,Yes,313,28,3,1
1104,No,314,29,3,1
1105,No,315,30,2,1
1106,No,316,31,1,0
1107,No,317,32,2,0
1108,Yes,318,33,3,0
1109,No,319,34,1,1
1110,No,320,35,3,1
1111,Yes,321,36,1,0
1112,No,322,37,3,1
1113,No,323,38,3,1
1114,Yes,324,39,1,0
1115,Yes,325,40,3,1
1116,No,326,41,1,1
1117,Yes,327,42,3,1
1118,No,328,43,1,1
1119,No,329,44,1,1
1120,No,330,5,2,1
1121,Yes,331,6,4,1
1122,Yes,332,7,3,0
1123,Yes,333,8,1,1
1124,Yes,334,9,4,0
1125,No,335,10,1,1
1126,Yes,336,11,1,0
1127,No,337,12,1,1
1128,Yes,338,13,2,1
1129,No,339,14,1,1
1130,No,340,15,4,0
1131,No,341,16,1,0
1132,Yes,342,17,2,0
1133,No,343,18,1,1
1134,Yes,344,19,1,1
1135,Yes,345,20,1,0
1136,Yes,346,21,2,0
1137,Yes,347,22,4,0
1138,No,348,23,1,0
1139,No,349,24,4,0
1140,No,350,25,2,1
1141,No,351,26,3,0
1142,No,352,27,4,0
1143,No,353,28,3,0
1144,Yes,354,29,2,0
1145,Yes,355,30,1,0
1146,Yes,356,31,3,1
1147,No,357,32,3,1
1148,No,358,33,3,1
1149,Yes,359,34,3,0
1150,No,360,35,4,0
1151,No,361,36,3,0
1152,Yes,362,37,1,1
1153,Yes,363,38,4,0
1154,No,364,39,2,1
1155,Yes,365,40,1,1
1156,Yes,366,41,4,0
1157,Yes,367,42,3,1
1158,No,368,43,2,0
1159,Yes,369,44,2,0
1160,No,370,5,1,1
1161,Yes,371,6,1,0
1162,No,372,7,1,1
1163,Yes,373,8,2,1
1164,Yes,374,9,3,0
1165,No,375,10,2,0
1166,Yes,376,11,3,1
1167,No,377,12,1,0
1168,No,378,13,2,0
1169,Yes,379,14,1,1
1170,Yes,380,15,3,1
1171,No,381,16,1,1
1172,No,382,17,4,1
1173,Yes,383,18,2,1
1174,Yes,384,19,4,0
1175,No,385,20,2,1
1176,No,386,21,1,1
1177,No,387,22,2,1
1178,Yes,388,23,1,0
1179,Yes,389,24,1,0
1180,Yes,390,25,4,1
1181,No,391,26,2,1
1182,No,392,27,2,1
1183,Yes,393,28,4,1
1184,No,394,29,4,0
1185,No,395,30,4,0
1186,Yes,396,31,1,1
1187,Yes,397,32,1,0
1188,Yes,398,33,3,1
1189,No,399,34,4,0
1190,Yes,400,35,3,0
1191,Yes,401,36,3,1
1192,Yes,402,37,2,0
1193,Yes,403,38,3,0
1194,No,404,39,4,0
1195,Yes,405,40,3,0
1196,No,406,41,1,0
1197,No,407,42,2,1
1198,No,408,43,1,0
1199,Yes,409,44,2,1
1200,No,410,5,4,0
1201,No,411,6,3,1
1202,Yes,412,7,2,1
1203,Yes,413,8,2,0
1204,Yes,414,9,1,0
1205,No,415,10,4,0
1206,No,416,11,1,0
1207,Yes,417,12,2,1
1208,No,418,13,1,1
1209,Yes,419,14,1,0
1210,Yes,420,15,4,1
1211,No,421,16,3,0
1212,No,422,17,4,1
1213,Yes,423,18,3,1
1214,No,424,19,3,1
1215,Yes,425,20,4,0
1216,No,426,21,1,1
1217,Yes,427,22,1,1
1218,No,428,23,1,1
1219,Yes,429,24,3,0
1220,Yes,430,25,4,0
1221,Yes,431,26,4,1
1222,Yes,432,27,4,0
1223,No,433,28,3,1
1224,Yes,434,29,2,1
1225,No,435,30,4,1
1226,No,436,31,4,1
1227,No,437,32,2,0
1228,No,438,33,3,1
1229,Yes,439,34,2,0
1230,No,440,35,1,0
1231,No,441,36,2,0
1232,Yes,442,37,1,0
1233,No,443,38,4,1
1234,Yes,444,39,3,0
1235,No,445,40,4,1
1236,No,446,41,2,0
1237,Yes,447,42,3,1
1238,Yes,448,43,1,1
1239,No,449,44,3,0
1240,No,450,5,4,1
1241,Yes,451,6,1,0
1242,No,452,7,2,0
1243,No,453,8,2,0
1244,No,454,9,4,1
1245,No,455,10,2,1
1246,No,456,11,2,0
1247,No,457,12,4,0
1248,Yes,458,13,3,0
1249,No,459,14,3,1
1250,No,460,15,2,1
1251,No,461,16,1,0
1252,Yes,462,17,2,1
1253,Yes,463,18,3,1
1254,No,464,19,2,0
1255,Yes,465,20,2,1
1256,No,466,21,1,0
1257,No,467,22,2,0
1258,Yes,468,23,2,1
1259,No,469,24,2,1
1260,Yes,470,25,2,0
1261,Yes,471,26,2,0
1262,Yes,472,27,4,0
1263,No,473,28,4,1
1264,Yes,474,29,2,1
1265,No,475,30,2,1
1266,Yes,476,31,2,1
1267,No,477,32,2,1
1268,No,478,33,4,1
1269,Yes,479,34,4,1
1270,Yes,480,35,4,1
1271,No,481,36,3,1
1272,Yes,482,37,2,1
1273,No,483,38,1,0
1274,No,484,39,1,1
1275,Yes,485,40,3,1
1276,No,486,41,1,0
1277,Yes,487,42,4,1
1278,Yes,488,43,2,0
1279,Yes,489,44,2,0
1280,No,490,5,4,0
1281,Yes,491,6,3,0
1282,Yes,492,7,4,1
1283,Yes,493,8,4,0
1284,No,494,9,4,0
1285,Yes,495,10,2,0
1286,Yes,496,11,1,0
1287,No,497,12,4,0
1288,No,498,13,4,1
1289,No,499,14,4,1
1290,Yes,500,15,4,1
1291,Yes,501,16,2,0
1292,Yes,502,17,3,0
1293,No,503,18,3,0
1294,No,504,19,3,1
1295,No,505,20,2,1
1296,No,506,21,1,1
1297,No,507,22,3,0
1298,Yes,508,23,1,1
1299,Yes,509,24,4,0
1300,No,510,25,3,1
1301,No,511,26,1,0
1302,Yes,512,27,2,1
1303,Yes,513,28,3,1
1304,Yes,514,29,3,0
1305,Yes,515,30,4,1
1306,Yes,516,31,2,1
1307,Yes,517,32,2,1
1308,Yes,518,33,1,0
1309,No,519,34,2,0
1310,Yes,520,35,3,0
1311,Yes,521,36,2,1
1312,No,522,37,2,0
1313,Yes,523,38,4,0
1314,No,524,39,4,1
1315,No,525,40,3,1
1316,No,526,41,2,1
1317,Yes,527,42,2,0
1318,No,528,43,4,0
1319,No,529,44,2,1
1320,Yes,530,5,3,0
1321,No,531,6,2,1
1322,Yes,532,7,3,1
1323,No,533,8,4,1
1324,Yes,534,9,1,0
1325,No,535,10,3,0
1326,Yes,536,11,3,0
1327,Yes,537,12,3,0
1328,No,538,13,4,1
1329,Yes,539,14,4,0
1330,Yes,540,15,1,0
1331,No,541,16,2,1
1332,No,542,17,2,1
1333,Yes,543,18,3,1
1334,No,544,19,1,1
1335,No,545,20,4,0
1336,No,546,21,4,0
1337,Yes,547,22,4,1
1338,No,548,23,3,0
1339,Yes,549,24,2,1
1340,No,550,25,3,1
1341,No,551,26,4,1
1342,No,552,27,4,0
1343,No,553,28,2,1
1344,Yes,554,29,2,0
1345,No,555,30,1,1
1346,Yes,556,31,2,0
1347,No,557,32,2,0
1348,Yes,558,33,4,0
1349,No,559,34,3,0
1350,Yes,560,35,3,1
1351,No,561,36,2,1
1352,Yes,562,37,2,1
1353,No,563,38,3,1
1354,No,564,39,2,1
1355,Yes,565,40,2,1
1356,No,566,41,1,1
1357,No,567,42,3,0
1358,No,568,43,1,1
1359,Yes,569,44,1,1
1360,Yes,570,5,3,1
1361,No,571,6,2,1
1362,No,572,7,1,0
1363,Yes,573,8,4,1
1364,No,574,9,4,1
1365,Yes,575,10,2,1
1366,Yes,576,11,4,0
1367,No,577,12,1,1
1368,Yes,578,13,2,0
1369,No,579,14,1,0
1370,No,580,15,1,0
1371,Yes,581,16,1,0
1372,Yes,582,17,2,0
1373,No,583,18,1,0
1374,Yes,584,19,2,1
1375,Yes,585,20,3,0
1376,Yes,586,21,3,0
1377,Yes,587,22,3,0
1378,No,588,23,1,1
1379,No,589,24,4,0
1380,Yes,590,25,2,0
1381,No,591,26,4,1
1382,Yes,592,27,1,1
1383,Yes,593,28,1,1
1384,No,594,29,4,1
1385,Yes,595,30,3,0
1386,Yes,596,31,3,0
1387,Yes,597,32,2,0
1388,Yes,598,33,1,1
1389,No,599,34,4,0
1390,No,600,35,2,0
1391,No,601,36,2,0
1392,No,602,37,4,1
1393,Yes,603,38,2,0
1394,Yes,604,39,1,1
1395,Yes,605,40,4,0
1396,No,606,41,2,0
1397,Yes,607,42,4,0
1398,Yes,608,43,3,0
1399,No,609,44,4,0
1400,No,610,5,2,0
1401,Yes,611,6,4,1
1402,Yes,612,7,2,1
1403,No,613,8,2,1
1404,Yes,614,9,1,0
1405,Yes,615,10,1,0
1406,Yes,616,11,1,1
1407,Yes,617,12,3,0
1408,Yes,618,13,1,0
1409,No,619,14,3,0
1410,No,620,15,1,0
1411,No,621,16,3,1
1412,Yes,622,17,1,0
1413,Yes,623,18,2,0
1414,Yes,624,19,3,0
1415,No,625,20,2,0
1416,No,626,21,4,1
1417,Yes,627,22,4,0
1418,No,628,23,3,0
1419,No,629,24,2,0
1420,No,630,25,4,0
1421,Yes,631,26,1,0
1422,Yes,632,27,1,1
1423,No,633,28,3,1
1424,No,634,29,4,0
1425,No,635,30,4,1
1426,Yes,636,31,1,0
1427,No,637,32,3,0
1428,Yes,638,33,2,0
1429,No,639,34,4,1
1430,No,640,35,4,1
1431,No,641,36,1,0
1432,No,642,37,2,1
1433,Yes,643,38,1,1
1434,No,644,39,2,0
1435,Yes,645,40,3,1
1436,Yes,646,41,4,1
1437,Yes,647,42,1,1
1438,No,648,43,3,1
1439,Yes,649,44,1,1
1440,Yes,650,5,1,0
1441,Yes,651,6,1,0
1442,Yes,652,7,4,1
1443,Yes,653,8,1,1
1444,Yes,654,9,2,1
1445,No,655,10,3,0
1446,Yes,656,11,4,0
1447,No,657,12,1,1
1448,Yes,658,13,4,1
1449,No,659,14,3,1
1450,No,660,15,2,1
1451,No,661,16,4,0
1452,No,662,17,2,1
1453,No,663,18,2,1
1454,Yes,664,19,4,0
1455,No,665,20,1,0
1456,Yes,666,21,4,1
1457,Yes,667,22,1,1
1458,No,668,23,4,1
1459,Yes,669,24,3,1
1460,No,670,25,3,1
1461,Yes,671,26,1,1
1462,No,672,27,4,0
1463,No,673,28,1,0
1464,Yes,674,29,2,1
1465,No,675,30,3,0
1466,No,676,31,3,0
1467,Yes,677,32,4,0
1468,No,678,33,1,0
1469,No,679,34,1,0
1470,Yes,680,35,2,0
