sales,transactions,neg
443.52,20,1
238.82,15,1
394.56,21,1
226.42,15,1
67.43,18,1
171.4,19,1
495.52,22,1
200.83,20,1
396.93,25,1
362.72,22,1
200.21,18,1
3454.97,22,1
160.09,15,1
351.68,12,1
185.22,19,1
449.06,16,1
776.67,13,1
169.53,19,1
219.24,23,1
810.72,18,1
444.29,3,1
383.23,15,1
3573.7,1,1
872.0,21,1
443.13,13,1
342.16,4,1
235.75,17,1
217.94,18,1
425.92,13,1
2960.97,1,1
912.86,16,1
462.92,17,1
3057.83,7,1
4145.83,5,1
170.33,22,1
1893.17,10,1
344.08,3,1
199.12,12,1
3171.57,12,1
328.96,17,1
2611.83,3,1
506.75,12,1
176.9,20,1
555.24,12,1
148.84,4,1
240.41,22,1
1471.33,6,1
441.74,18,1
507.89,20,1
375.24,18,1
506.48,19,1
223.4,17,1
2563.17,3,1
162.75,6,1
149.41,15,1
402.88,20,1
1039.44,17,1
424.96,23,1
1688.33,3,1
249.8,21,1
543.7,17,1
431.17,23,1
292.81,17,1
154.97,6,1
448.04,6,1
1626.0,3,1
491.37,18,1
543.28,23,1
224.33,23,1
663.04,15,1
2233.83,6,1
187.75,15,1
3892.85,5,1
683.57,19,1
4335.76,2,1
388.92,18,1
358.08,19,1
542.05,21,1
175.53,22,1
415.28,20,1
392.68,12,1
211.26,11,1
295.66,4,1
2371.0,1,1
536.8,13,1
300.91,19,1
3222.33,6,1
251.71,19,1
241.96,18,1
241.16,20,1
304.55,18,1
698.63,22,1
216.11,17,1
270.08,17,1
364.96,17,1
533.1,22,1
245.45,15,1
293.52,19,1
175.33,19,1
622.67,23,1
271.72,15,1
3500.17,5,1
157.89,7,1
165.19,14,1
429.99,22,1
157.35,21,1
365.53,21,1
549.4,13,1
176.88,22,1
294.08,15,1
513.46,13,1
2004.17,4,1
195.67,23,1
2002.22,9,1
93.51,21,1
305.25,21,1
2274.0,1,1
790.2,14,1
1466.83,4,1
194.31,16,1
249.31,18,1
691.47,17,1
1844.67,47,1
316.42,21,1
474.3,18,1
5031.1,16,1
312.49,15,1
832.87,18,1
1575.35,4,1
1633.83,13,1
4850.95,16,1
1323.67,11,1
433.14,19,1
538.41,18,1
1841.0,1,1
2752.13,18,1
2971.17,7,1
3599.5,2,1
291.23,16,1
1859.22,7,1
455.97,23,1
1039.7,24,1
504.96,18,1
545.53,18,1
372.44,20,1
292.37,9,1
1819.83,6,1
1503.83,11,1
705.27,19,1
551.27,6,1
1822.33,1,1
269.01,19,1
891.04,19,1
2119.0,4,1
534.07,22,1
334.22,5,1
2050.5,4,1
141.41,21,1
266.69,15,1
408.3,5,1
166.72,7,1
487.95,20,1
560.8,14,1
2171.43,2,1
387.09,11,1
2957.0,3,1
309.89,22,1
1954.51,19,1
180.29,10,1
384.06,10,1
396.29,3,1
645.6,9,1
326.64,19,1
279.12,22,1
414.08,17,1
360.5,20,1
2181.0,6,1
373.07,19,1
209.3,21,1
803.93,9,1
235.54,23,1
261.8,21,1
342.62,6,1
2542.67,7,1
337.8,17,1
212.35,19,1
216.15,19,1
2867.67,5,1
140.84,6,1
2667.0,12,1
2641.83,7,1
299.52,21,1
524.71,16,1
514.32,17,1
244.0,5,1
723.15,4,1
191.6,20,1
386.48,2,1
222.42,20,1
329.89,1,1
327.14,17,1
380.64,17,1
2263.73,12,1
188.29,24,1
2513.17,3,1
306.88,25,1
1198.67,23,1
312.91,17,1
141.79,18,1
222.56,14,1
270.76,18,1
3706.56,4,1
154.75,12,1
525.03,15,1
364.8,21,1
234.68,19,1
148.53,23,1
4118.0,2,1
2470.5,7,1
419.1,13,1
3498.0,7,1
1091.0,4,1
421.65,22,1
200.02,7,1
2187.5,24,1
289.83,23,1
357.83,20,1
184.67,17,1
1376.87,28,1
7125.73,7,1
162.31,15,1
3374.5,1,1
422.13,19,1
278.3,18,1
450.65,6,1
168.52,21,1
493.4,20,1
572.45,23,1
3493.33,1,1
314.08,20,1
357.2,15,1
3335.8,4,1
660.42,19,1
3307.42,7,1
157.89,15,1
518.13,6,1
3128.67,6,1
265.99,21,1
384.74,18,1
220.13,18,1
2234.0,17,1
313.24,17,1
2373.15,6,1
290.2,19,1
2303.83,6,1
1094.25,19,1
304.95,21,1
1765.67,7,1
2519.17,1,1
160.97,7,1
450.24,23,1
226.08,20,1
128.51,17,1
308.96,7,1
7168.63,3,1
226.41,23,1
3521.44,43,1
2367.0,6,1
2392.35,23,1
258.59,15,1
378.85,19,1
3367.17,6,1
254.45,16,1
361.98,20,1
2352.5,1,1
394.21,20,1
223.43,14,1
466.81,5,1
224.63,18,1
174.08,19,1
421.31,19,1
203.5,20,1
352.34,22,1
299.52,3,1
458.43,18,1
117.36,9,1
453.41,22,1
211.85,12,1
395.95,18,1
395.52,16,1
2885.33,1,1
187.98,20,1
400.87,15,1
369.03,15,1
2509.0,12,1
1136.17,6,1
790.93,15,1
83.46,20,1
439.15,22,1
568.9,18,1
289.68,21,1
2468.83,3,1
165.69,25,1
299.65,19,1
396.36,21,1
499.13,18,1
299.83,19,1
113.51,8,1
594.61,20,1
331.28,8,1
307.87,22,1
200.05,15,1
2435.33,1,1
204.35,21,1
266.36,23,1
2160.67,3,1
325.49,19,1
213.92,18,1
282.23,17,1
400.88,16,1
1319.33,4,1
3365.17,6,1
2907.5,10,1
705.15,17,1
132.04,19,1
305.9,14,1
781.42,6,1
162.5,18,1
5047.9,1,1
266.34,23,1
1595.83,8,1
2242.5,2,1
224.84,12,1
362.35,12,1
384.12,6,1
429.1,20,1
293.75,13,1
395.33,18,1
314.9,21,1
348.1,2,1
390.42,12,1
363.38,4,1
214.87,17,1
451.7,22,1
309.02,13,1
1350.17,7,1
1684.67,9,1
769.25,28,1
241.2,24,1
634.1,17,1
319.27,22,1
228.59,19,1
403.59,13,1
373.19,22,1
263.09,22,1
125.49,20,1
225.19,13,1
469.85,15,1
352.15,21,1
952.27,15,1
138.41,21,1
2039.83,4,1
168.05,8,1
369.7,19,1
432.21,21,1
364.67,18,1
2584.5,5,1
532.69,20,1
250.95,22,1
416.82,4,1
233.26,18,1
3499.07,19,1
4758.22,3,1
165.55,21,1
338.46,20,1
405.64,23,1
163.61,19,1
466.2,21,1
382.3,19,1
1870.17,5,1
628.11,19,1
277.79,25,1
103.38,7,1
215.89,14,1
275.1,18,1
193.7,23,1
560.96,10,1
145.71,20,1
273.2,7,1
2265.25,7,1
627.3,21,1
236.74,14,1
1520.0,1,1
484.87,10,1
305.24,22,1
167.63,6,1
150.05,8,1
329.52,21,1
576.33,22,1
1683.03,2,1
2195.07,1,1
303.83,20,1
3152.93,6,1
120.4,9,1
289.93,21,1
197.92,19,1
399.24,19,1
3209.27,1,1
453.07,7,1
2550.67,2,1
243.5,25,1
654.53,2,1
2145.5,7,1
2008.97,19,1
551.36,21,1
662.47,2,1
624.35,21,1
148.39,18,1
297.31,10,1
567.16,20,1
3804.06,2,1
274.67,15,1
377.31,21,1
1103.47,28,1
414.86,20,1
3163.12,3,1
404.37,23,1
375.52,20,1
326.84,19,1
4901.22,1,1
134.84,19,1
1000.05,16,1
291.48,8,1
605.75,20,1
398.88,10,1
1437.15,1,1
2034.83,1,1
2827.0,2,1
4021.83,5,1
476.69,20,1
146.88,14,1
3433.83,1,1
333.9,7,1
392.51,16,1
1988.5,4,1
1831.33,1,1
257.62,19,1
318.0,18,1
285.9,17,1
353.82,20,1
2690.0,7,1
487.24,11,1
231.26,10,1
3721.25,2,1
573.04,20,1
275.63,16,1
391.09,13,1
1888.03,9,1
143.09,27,1
2437.72,1,1
464.8,18,1
288.05,24,1
407.7,20,1
207.97,21,1
4309.5,1,1
220.88,20,1
230.43,19,1
3736.5,1,1
123.6,16,1
444.23,19,1
913.65,18,1
344.99,16,1
298.42,15,1
256.49,15,1
2476.72,5,1
300.93,20,1
168.97,21,1
4754.75,1,1
3681.6,1,1
477.12,20,1
170.53,19,1
158.65,6,1
3362.23,8,1
334.15,3,1
1692.17,5,1
258.99,19,1
1424.27,9,1
1521.67,1,1
1964.0,6,1
435.97,22,1
369.71,15,1
425.79,14,1
274.17,19,1
437.96,11,1
177.36,24,1
329.05,20,1
182.29,9,1
385.98,19,1
266.61,19,1
141.79,15,1
171.05,19,1
3220.53,8,1
173.69,11,1
300.48,20,1
370.8,9,1
388.96,23,1
364.27,24,1
447.37,6,1
433.11,25,1
2400.17,8,1
232.84,21,1
192.36,10,1
148.32,17,1
1784.17,9,1
315.98,8,1
243.63,21,1
257.41,15,1
318.76,23,1
2604.64,2,1
300.28,12,1
187.96,15,1
127.22,18,1
1047.0,12,1
1532.67,1,1
321.0,22,1
2199.33,1,1
358.75,15,1
495.33,5,1
1331.53,12,1
2622.36,1,1
514.03,14,1
386.74,18,1
155.39,14,1
2210.0,1,1
412.03,12,1
250.24,20,1
324.55,16,1
309.41,26,1
459.47,28,1
203.75,8,1
364.46,17,1
259.26,17,1
438.67,10,1
151.85,23,1
318.15,21,1
2285.17,7,1
252.42,22,1
368.72,20,1
3305.5,8,1
895.44,4,1
188.63,21,1
322.46,22,1
1567.67,22,1
182.44,21,1
471.1,19,1
401.04,8,1
253.87,18,1
1980.4,3,1
2079.5,4,1
2831.83,4,1
209.52,20,1
199.14,18,1
296.47,10,1
2409.55,1,1
353.85,18,1
2818.0,4,1
356.48,12,1
274.96,11,1
205.66,20,1
3179.6,25,1
287.44,15,1
3867.28,1,1
195.0,22,1
154.67,20,1
2737.58,1,1
665.0,18,1
411.76,17,1
328.19,18,1
364.57,23,1
134.39,20,1
3838.02,13,1
497.71,12,1
262.3,18,1
799.92,15,1
225.82,23,1
3323.17,13,1
307.67,11,1
545.75,12,1
294.94,17,1
257.01,1,1
148.02,21,1
230.14,32,1
114.67,19,1
760.85,21,1
266.73,19,1
2514.83,9,1
416.27,13,1
160.52,20,1
190.74,18,1
459.8,13,1
460.24,12,1
1592.6,21,1
319.24,22,1
1192.57,5,1
239.16,17,1
210.63,21,1
293.97,20,1
2359.33,6,1
1528.25,13,1
444.51,18,1
259.31,18,1
1445.5,1,1
288.75,26,1
2757.73,11,1
333.42,20,1
491.33,25,1
133.81,22,1
4094.57,8,1
264.46,19,1
1829.87,1,1
128.32,6,1
212.05,6,1
199.92,22,1
348.67,12,1
216.36,12,1
263.67,23,1
218.64,15,1
304.36,23,1
632.2,22,1
138.67,10,1
926.77,20,1
313.71,16,1
574.11,15,1
1403.67,1,1
285.22,19,1
289.45,14,1
188.04,19,1
243.2,19,1
302.78,15,1
340.72,18,1
2125.0,2,1
774.67,19,1
259.8,10,1
518.2,18,1
151.53,9,1
1573.5,17,1
184.1,22,1
325.85,23,1
179.52,15,1
278.45,23,1
259.45,17,1
3653.83,8,1
292.0,2,1
483.87,15,1
2843.83,6,1
391.1,23,1
421.44,16,1
1723.0,1,1
160.99,8,1
250.85,15,1
144.23,13,1
558.03,17,1
3686.15,1,1
168.58,8,1
287.52,18,1
196.1,21,1
296.41,17,1
1692.33,8,1
1825.17,4,1
350.15,22,1
2819.5,8,1
397.33,15,1
322.36,23,1
298.17,25,1
799.33,20,1
2034.5,2,1
2835.73,1,1
437.62,17,1
394.08,4,1
1875.0,7,1
3780.0,1,1
1856.33,5,1
3445.17,12,1
325.99,23,1
471.21,19,1
524.69,18,1
3717.67,7,1
327.3,16,1
177.08,17,1
274.52,16,1
582.4,20,1
213.37,21,1
310.0,16,1
284.77,19,1
316.17,20,1
496.03,11,1
196.83,19,1
414.24,19,1
2556.17,7,1
185.3,15,1
294.34,18,1
367.07,21,1
170.55,13,1
201.81,17,1
497.03,19,1
164.38,2,1
241.36,6,1
367.12,17,1
567.07,21,1
319.88,2,1
2027.83,6,1
198.8,15,1
403.52,22,1
718.68,28,1
273.94,10,1
3437.33,5,1
261.37,15,1
3742.7,1,1
3977.78,1,1
161.31,24,1
528.45,3,1
538.42,11,1
272.48,19,1
378.77,20,1
218.72,17,1
347.84,19,1
2488.83,1,1
340.08,19,1
281.01,20,1
246.2,20,1
1121.59,19,1
378.0,16,1
3223.17,1,1
183.64,19,1
377.04,12,1
237.21,25,1
250.52,17,1
392.87,15,1
2298.67,10,1
183.5,22,1
387.68,22,1
336.33,20,1
2686.83,1,1
252.97,12,1
186.63,5,1
586.03,21,1
165.04,23,1
545.73,12,1
306.25,8,1
271.9,8,1
203.37,17,1
1352.9,20,1
168.0,4,1
282.16,1,1
883.27,9,1
407.42,17,1
522.1,21,1
669.55,25,1
147.52,19,1
399.87,21,1
409.41,20,1
307.24,18,1
1506.17,1,1
552.17,29,1
1063.23,22,1
369.65,19,1
345.0,16,1
172.95,5,1
380.23,12,1
519.35,22,1
421.83,22,1
985.95,15,1
522.07,3,1
246.99,20,1
3358.68,23,1
255.72,20,1
5231.8,4,1
1913.82,2,1
239.95,20,1
395.41,21,1
293.39,15,1
223.03,22,1
146.36,21,1
318.61,20,1
2857.33,5,1
172.95,20,1
2788.33,4,1
419.64,11,1
2898.33,7,1
197.31,11,1
380.64,21,1
210.67,21,1
159.17,16,1
560.31,21,1
372.29,17,1
376.36,17,1
4123.83,8,1
548.1,16,1
325.05,18,1
311.28,12,1
1772.28,3,1
539.13,10,1
164.48,21,1
313.21,20,1
159.87,14,1
225.39,6,1
154.38,7,1
251.5,15,1
159.62,21,1
314.27,22,1
1566.0,1,1
955.55,14,1
209.31,5,1
472.07,21,1
415.12,18,1
418.8,14,1
3442.83,4,1
1147.27,18,1
627.54,19,1
521.71,19,1
286.57,23,1
315.57,19,1
1576.33,6,1
145.48,18,1
471.39,15,1
457.67,14,1
162.63,20,1
2036.0,5,1
51.76,19,1
183.95,19,1
2408.03,5,1
289.2,20,1
253.31,21,1
180.08,18,1
313.07,23,1
724.13,16,1
1362.4,3,1
151.79,13,1
328.43,19,1
265.22,17,1
213.62,25,1
62.51,19,1
304.11,23,1
146.55,25,1
2462.2,27,1
434.57,15,1
219.47,25,1
157.45,21,1
151.17,20,1
1355.73,19,1
1466.17,3,1
446.35,14,1
887.29,19,1
185.35,20,1
395.81,8,1
256.75,15,1
1824.5,8,1
1962.17,2,1
478.4,1,1
2443.83,1,1
159.14,14,1
1079.63,5,1
167.32,16,1
410.0,11,1
3400.8,2,1
2950.5,8,1
148.25,11,1
116.5,10,1
187.28,2,1
470.85,19,1
1564.0,4,1
282.81,15,1
181.24,6,1
2526.55,3,1
257.8,21,1
1611.33,6,1
170.4,23,1
178.06,18,1
201.26,24,1
283.62,19,1
3003.94,3,1
219.93,18,1
128.57,21,1
2013.7,1,1
529.97,11,1
211.28,21,1
210.63,20,1
142.73,18,1
1975.0,4,1
339.33,20,1
350.22,23,1
453.89,19,1
1051.4,15,1
1530.9,8,1
300.4,13,1
450.04,18,1
1420.38,6,1
232.42,18,1
544.44,9,1
294.83,17,1
540.6,20,1
366.35,22,1
413.25,20,1
2425.8,1,1
345.48,15,1
1250.33,5,1
807.46,23,1
249.15,17,1
183.49,5,1
239.96,18,1
111.05,18,1
315.88,5,1
253.53,22,1
286.19,18,1
240.78,20,1
426.43,17,1
4512.73,5,1
2255.07,22,1
257.24,18,1
3861.22,5,1
222.43,15,1
210.08,22,1
340.37,16,1
1471.95,16,1
3288.33,1,1
6245.85,3,1
192.2,19,1
474.51,18,1
299.68,23,1
221.4,22,1
435.64,15,1
2977.0,7,1
3456.27,6,1
318.57,20,1
949.73,20,1
223.89,24,1
175.92,13,1
3643.0,1,1
233.28,15,1
1644.48,19,1
464.08,19,1
384.06,21,1
141.54,19,1
393.9,15,1
430.91,14,1
7102.67,6,1
572.27,17,1
1670.5,5,1
2354.17,1,1
247.23,5,1
255.79,15,1
451.16,13,1
221.07,20,1
182.57,13,1
1295.73,7,1
273.71,14,1
484.94,26,1
429.3,18,1
412.37,18,1
447.72,25,1
126.16,3,1
3321.67,4,1
470.29,11,1
434.83,17,1
355.2,14,1
516.03,22,1
227.66,24,1
272.17,8,1
141.44,19,1
2481.83,35,1
323.57,6,1
692.73,8,1
161.4,20,1
436.61,15,1
1907.53,7,1
280.97,19,1
336.97,7,1
306.0,9,1
374.4,18,1
422.13,24,1
177.32,17,1
1668.83,1,1
1070.5,9,1
965.27,20,1
307.34,9,1
197.56,15,1
341.79,24,1
245.33,19,1
4497.74,6,1
169.62,20,1
538.32,22,1
2311.0,3,1
438.67,21,1
218.38,19,1
240.98,23,1
150.95,22,1
344.7,22,1
308.33,23,1
3756.67,1,1
2913.52,3,1
892.4,20,1
188.15,19,1
271.79,15,1
320.9,19,1
372.05,8,1
424.9,23,1
328.65,20,1
556.43,18,1
183.62,18,1
2241.98,28,1
140.16,18,1
144.8,26,1
93.59,2,1
2725.02,11,1
3311.83,5,1
620.27,21,1
1765.4,1,1
894.69,1,1
173.85,23,1
3279.5,1,1
142.48,21,1
235.05,22,1
2166.0,7,1
390.66,17,1
196.96,16,1
1643.17,8,1
363.93,20,1
221.12,11,1
392.38,23,1
165.1,22,1
1090.47,21,1
3250.0,31,1
584.41,20,1
2291.6,6,1
274.12,11,1
281.47,19,1
2227.33,12,1
199.84,15,1
221.97,17,1
152.36,19,1
444.46,30,1
815.83,18,1
2213.12,5,1
193.96,9,1
272.76,6,1
1799.63,8,1
311.94,21,1
627.56,20,1
281.48,16,1
819.13,1,1
284.0,19,1
396.17,14,1
1425.0,3,1
289.47,16,1
162.93,21,1
371.92,8,1
503.84,22,1
1961.33,1,1
522.67,17,1
209.44,18,1
429.81,22,1
225.54,10,1
1793.8,9,1
269.68,19,1
3843.0,8,1
1466.5,7,1
825.43,19,1
3523.22,6,1
2504.5,1,1
152.05,21,1
380.77,15,1
1479.5,1,1
365.08,18,1
261.73,13,1
368.17,17,1
3232.83,12,1
3034.5,1,1
292.65,20,1
255.85,18,1
3910.4,1,1
181.99,23,1
364.29,19,1
218.4,23,1
254.46,20,1
399.11,12,1
2555.2,17,1
286.4,10,1
256.93,47,1
3618.33,6,1
844.2,17,1
1623.87,23,1
1583.67,2,1
294.08,24,1
1902.67,13,1
851.2,19,1
2213.73,15,1
536.93,16,1
2681.5,5,1
322.77,15,1
980.85,18,1
324.93,18,1
418.87,14,1
190.72,6,1
494.14,5,1
240.07,6,1
163.19,24,1
206.67,24,1
324.61,18,1
629.62,26,1
223.81,15,1
3296.33,4,1
2702.17,5,1
627.57,17,1
397.28,24,1
268.2,22,1
146.25,9,1
332.46,18,1
292.88,19,1
3343.33,21,1
220.17,24,1
585.4,8,1
160.46,18,1
231.12,18,1
166.5,21,1
325.17,20,1
2500.12,5,1
1597.17,2,1
208.57,21,1
175.54,13,1
762.67,20,1
625.47,15,1
263.03,10,1
700.13,2,1
500.1,19,1
281.59,17,1
149.59,16,1
599.28,22,1
181.3,15,1
304.04,21,1
376.05,9,1
3364.0,1,1
170.13,15,1
271.83,11,1
264.13,19,1
171.24,6,1
443.13,20,1
2206.5,7,1
432.19,17,1
271.98,16,1
313.83,15,1
333.01,17,1
258.43,15,1
1332.5,3,1
364.64,20,1
1510.67,4,1
1604.67,5,1
226.5,22,1
380.67,1,1
159.66,23,1
150.69,11,1
2183.67,7,1
2464.37,2,1
1444.33,5,1
1371.72,7,1
186.97,5,1
3597.97,1,1
463.47,26,1
249.76,6,1
3365.83,3,1
1933.33,6,1
204.7,14,1
271.22,6,1
399.96,20,1
174.84,18,1
319.43,9,1
221.54,23,1
128.56,14,1
519.43,1,1
2214.0,21,1
266.64,1,1
352.91,16,1
193.15,16,1
340.57,20,1
407.71,18,1
518.3,21,1
356.1,8,1
246.4,19,1
169.09,18,1
1466.0,5,1
3243.17,9,1
429.05,21,1
527.65,21,1
2118.38,15,1
284.13,18,1
723.42,9,1
526.26,18,1
3937.7,1,1
445.01,18,1
186.78,9,1
500.38,18,1
283.85,23,1
143.27,11,1
4494.32,19,1
2119.65,1,1
675.2,19,1
1470.0,19,1
248.19,3,1
7145.23,4,1
280.59,17,1
502.01,15,1
597.13,19,1
164.79,20,1
329.83,18,1
135.52,19,1
275.92,18,1
641.42,15,1
371.04,18,1
3008.4,1,1
435.63,9,1
526.29,23,1
190.74,7,1
2147.67,1,1
263.71,6,1
383.02,13,1
294.27,19,1
626.17,7,1
258.97,14,1
2892.33,11,1
1091.18,5,1
359.57,20,1
601.5,21,1
198.32,21,1
185.15,2,1
328.82,23,1
306.63,20,1
2363.83,5,1
476.69,19,1
315.68,21,1
771.73,19,1
93.88,16,1
297.16,19,1
2534.67,6,1
334.01,13,1
641.99,15,1
2402.17,1,1
207.81,17,1
650.93,24,1
236.65,13,1
193.7,17,1
172.13,17,1
1790.0,20,1
2525.83,2,1
321.7,19,1
329.93,14,1
2335.0,10,1
126.55,14,1
296.78,12,1
3085.5,4,1
296.42,21,1
5292.17,1,1
669.92,6,1
240.12,15,1
1705.33,6,1
573.54,12,1
181.41,18,1
713.79,27,1
393.52,7,1
2472.67,1,1
408.59,19,1
691.47,21,1
704.53,14,1
755.1,15,1
293.83,19,1
169.45,3,1
314.67,18,1
536.47,14,1
235.26,23,1
2455.27,2,1
2245.83,5,1
469.33,21,1
234.99,8,1
239.77,22,1
267.89,9,1
186.67,22,1
4427.73,8,1
216.17,18,1
307.0,19,1
1380.79,19,1
3604.0,4,1
2161.0,3,1
411.89,18,1
3820.48,1,1
465.52,22,1
3144.33,10,1
275.61,12,1
373.87,21,1
122.13,18,1
2282.83,5,1
267.85,20,1
533.49,11,1
428.57,8,1
1324.5,2,1
293.05,2,1
234.97,24,1
2951.67,2,1
245.26,20,1
190.75,21,1
228.7,19,1
2609.47,5,1
384.1,18,1
201.37,9,1
163.92,13,1
1316.53,8,1
344.08,16,1
60.07,21,1
1152.07,22,1
1523.82,9,1
259.21,18,1
418.03,23,1
3746.6,1,1
345.07,20,1
271.75,15,1
278.97,18,1
319.8,17,1
294.3,7,1
1002.39,4,1
288.67,15,1
432.9,15,1
637.33,21,1
3438.72,1,1
2250.5,2,1
245.26,21,1
2683.2,1,1
300.85,12,1
504.08,11,1
2011.33,3,1
305.59,17,1
325.05,20,1
350.37,23,1
548.05,20,1
464.88,25,1
1147.08,1,1
2731.0,6,1
213.12,21,1
219.02,15,1
2164.93,1,1
531.84,18,1
512.4,19,1
194.08,17,1
227.45,21,1
367.22,14,1
343.68,23,1
3174.33,6,1
1854.83,1,1
3312.17,5,1
264.02,23,1
276.0,12,1
390.99,19,1
525.1,11,1
221.11,21,1
2635.67,2,1
149.58,19,1
123.14,4,1
265.64,21,1
107.28,11,1
375.35,17,1
191.72,24,1
330.27,10,1
2372.33,1,1
144.28,21,1
4674.54,9,1
1811.83,3,1
605.47,7,1
427.09,22,1
1519.67,31,1
205.19,4,1
390.97,22,1
3191.59,42,1
127.73,20,1
188.29,19,1
315.98,18,1
235.5,3,1
374.02,17,1
2338.5,12,1
255.45,22,1
111.41,22,1
423.01,21,1
184.64,32,1
513.03,24,1
376.64,15,1
161.43,3,1
2272.62,1,1
6952.83,7,1
385.67,17,1
2253.0,3,1
127.97,22,1
132.54,18,1
362.46,1,1
238.82,20,1
1042.0,18,1
106.57,23,1
258.27,22,1
2265.83,8,1
712.52,21,1
2884.67,8,1
163.07,19,1
472.56,18,1
229.64,15,1
195.29,22,1
460.75,21,1
1646.0,8,1
181.13,1,1
625.06,20,1
433.07,18,1
888.93,25,1
189.71,21,1
337.09,21,1
184.88,22,1
130.4,16,1
189.75,21,1
457.73,17,1
2841.5,1,1
206.61,15,1
3803.17,3,1
487.43,24,1
182.88,15,1
1320.08,19,1
230.32,21,1
300.91,17,1
266.4,21,1
545.9,18,1
273.39,19,1
294.32,15,1
215.49,2,1
1602.67,5,1
1047.8,21,1
420.64,12,1
180.52,21,1
201.16,17,1
269.43,22,1
243.93,24,1
1683.67,1,1
164.03,9,1
615.98,7,1
2097.67,8,1
1862.67,5,1
451.24,23,1
336.78,20,1
2973.0,3,1
384.03,17,1
2674.5,1,1
779.96,4,1
1714.53,1,1
352.65,19,1
396.17,5,1
405.26,3,1
1778.83,1,1
126.85,20,1
393.52,28,1
326.77,6,1
520.94,9,1
292.13,16,1
174.27,22,1
357.36,21,1
356.8,1,1
1968.5,1,1
696.87,21,1
3927.5,4,1
487.97,16,1
4652.27,3,1
3628.73,2,1
614.67,15,1
137.43,20,1
189.89,20,1
606.21,18,1
157.58,16,1
859.32,22,1
200.99,24,1
210.85,20,1
2796.33,4,1
359.12,15,1
617.86,24,1
150.65,19,1
198.94,17,1
3566.5,3,1
293.58,25,1
228.38,21,1
343.12,23,1
2366.13,17,1
125.05,20,1
4598.1,1,1
289.26,21,1
325.56,8,1
3513.0,1,1
325.79,8,1
193.29,6,1
174.12,19,1
436.38,18,1
168.03,20,1
439.24,12,1
334.72,16,1
189.87,23,1
2515.93,16,1
3860.17,6,1
344.4,18,1
1901.17,1,1
485.89,18,1
414.21,22,1
2173.67,6,1
263.22,18,1
312.56,18,1
2476.0,9,1
237.39,20,1
247.8,18,1
186.44,10,1
229.77,15,1
595.17,8,1
563.2,21,1
227.94,14,1
265.63,19,1
3133.22,5,1
306.13,6,1
430.41,10,1
290.13,15,1
177.05,16,1
170.33,21,1
457.35,15,1
348.08,8,1
498.16,21,1
95.31,21,1
157.64,7,1
168.98,7,1
523.03,6,1
295.83,21,1
295.25,19,1
398.95,22,1
677.6,8,1
294.52,19,1
372.67,25,1
252.44,11,1
679.47,5,1
4628.17,1,1
1387.42,12,1
207.41,11,1
277.22,22,1
226.61,18,1
299.22,8,1
161.48,21,1
3127.0,4,1
228.29,19,1
238.51,14,1
1999.4,33,1
344.67,11,1
352.38,15,1
3489.89,3,1
583.51,15,1
164.08,22,1
442.64,19,1
4287.67,3,1
251.8,17,1
3856.23,4,1
508.87,18,1
202.4,15,1
2294.93,5,1
251.16,13,1
436.29,22,1
2608.33,15,1
184.27,16,1
2111.33,10,1
210.99,17,1
635.9,1,1
121.27,19,1
611.28,18,1
451.76,10,1
140.76,19,1
464.57,19,1
2775.28,4,1
4774.33,5,1
397.35,18,1
115.85,15,1
344.3,23,1
165.52,11,1
289.48,18,1
4188.5,5,1
362.71,22,1
263.15,21,1
207.49,20,1
397.77,19,1
281.25,14,1
3009.0,1,1
341.12,3,1
495.62,17,1
175.14,8,1
187.12,20,1
290.72,6,1
284.01,12,1
325.73,15,1
142.53,17,1
284.96,17,1
189.81,23,1
173.5,3,1
450.48,22,1
2109.0,1,1
1531.02,1,1
196.19,24,1
126.25,19,1
541.68,13,1
189.94,8,1
157.03,21,1
1994.0,4,1
242.53,10,1
166.9,19,1
605.37,12,1
97.24,19,1
166.36,15,1
540.96,26,1
165.07,17,1
114.32,19,1
2044.29,19,1
600.53,15,1
607.01,15,1
1671.17,3,1
283.3,23,1
197.61,15,1
385.23,17,1
1365.0,8,1
1525.83,1,1
169.55,19,1
4048.0,1,1
1695.5,5,1
146.3,8,1
352.67,23,1
261.28,21,1
209.58,7,1
314.63,12,1
887.95,1,1
417.23,16,1
1965.0,2,1
332.88,18,1
3160.95,5,1
1849.67,5,1
425.09,18,1
654.32,19,1
596.53,8,1
163.37,24,1
196.39,18,1
2985.67,9,1
2260.96,41,1
2778.53,6,1
1006.72,21,1
193.07,19,1
2076.33,9,1
384.6,23,1
344.78,18,1
2585.92,1,1
3645.83,8,1
303.18,1,1
713.83,6,1
224.59,19,1
1094.86,23,1
419.47,22,1
141.79,4,1
402.27,12,1
311.87,17,1
581.36,17,1
2858.05,2,1
321.29,10,1
2067.5,1,1
385.43,21,1
141.37,10,1
614.4,11,1
349.73,8,1
944.7,22,1
307.7,15,1
139.11,17,1
127.92,19,1
304.1,19,1
305.14,4,1
258.79,23,1
204.3,7,1
229.58,19,1
282.19,15,1
214.51,18,1
1577.6,19,1
165.72,21,1
2933.73,7,1
457.12,18,1
1724.32,18,1
412.5,21,1
315.6,15,1
3820.48,8,1
224.57,15,1
221.35,18,1
2584.53,19,1
